Crop,Season,State,Area,Annual_Rainfall,Avg_Temperature,humidity_pct,soil_N_kg_sq_foot,soil_P_kg_sq_foot,soil_K_kg_sq_foot
Arhar/Tur,1,27,30383397525.184002,652.1,26.212,71.0,0.00048774097888220914,0.00042828303098037794,0.0
Banana,3,27,7467785757.312,652.1,26.212,71.0,0.00048774097888220914,0.00042828303098037794,0.0
Coriander,2,27,730869516.1600001,652.1,26.212,71.0,0.00048774097888220914,0.00042828303098037794,0.0
Dry chillies,1,27,1467766822.144,652.1,26.212,71.0,0.00048774097888220914,0.00042828303098037794,0.0
Garlic,2,27,3790941603.776,652.1,26.212,71.0,0.00048774097888220914,0.00042828303098037794,0.0
Ginger,1,27,94399494.208,652.1,26.212,71.0,0.00048774097888220914,0.00042828303098037794,0.0
Gram,2,27,53901572997.248,652.1,26.212,71.0,0.00048774097888220914,0.00042828303098037794,0.0
Groundnut,1,27,9463845301.888,652.1,26.212,71.0,0.00048774097888220914,0.00042828303098037794,0.0
Masoor,2,27,52139413225.664,652.1,26.212,71.0,0.00048774097888220914,0.00042828303098037794,0.0
Moong(Green Gram),1,27,4849141635.200001,652.1,26.212,71.0,0.00048774097888220914,0.00042828303098037794,0.0
Moong(Green Gram),3,27,4534297256.0,652.1,26.212,71.0,0.00048774097888220914,0.00042828303098037794,0.0
Onion,2,27,1400061825.7280002,652.1,26.212,71.0,0.00048774097888220914,0.00042828303098037794,0.0
Onion,3,27,1351624228.928,652.1,26.212,71.0,0.00048774097888220914,0.00042828303098037794,0.0
Peas & beans (Pulses),2,27,31690459165.056004,652.1,26.212,71.0,0.00048774097888220914,0.00042828303098037794,0.0
Potato,2,27,61658477387.90401,652.1,26.212,71.0,0.00048774097888220914,0.00042828303098037794,0.0
Sweet potato,1,27,1756454899.072,652.1,26.212,71.0,0.00048774097888220914,0.00042828303098037794,0.0
Turmeric,2,27,129274563.90400001,652.1,26.212,71.0,0.00048774097888220914,0.00042828303098037794,0.0
Urad,1,27,60866899417.088005,652.1,26.212,71.0,0.00048774097888220914,0.00042828303098037794,0.0
Urad,3,27,5323830083.84,652.1,26.212,71.0,0.00048774097888220914,0.00042828303098037794,0.0
Arhar/Tur,1,28,372323660.736,1475.8,19.487,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Garlic,4,28,452622432.32000005,1475.8,19.487,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Gram,2,28,57048725.120000005,1475.8,19.487,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Groundnut,1,28,86649478.72,1475.8,19.487,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Masoor,2,28,1022571488.0000001,1475.8,19.487,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Moong(Green Gram),1,28,1614586.56,1475.8,19.487,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Moong(Green Gram),3,28,645834.6240000001,1475.8,19.487,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Onion,4,28,376629224.896,1475.8,19.487,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Peas & beans (Pulses),2,28,468014824.19200003,1475.8,19.487,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Potato,1,28,846150996.544,1475.8,19.487,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Potato,2,28,661011737.664,1475.8,19.487,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Turmeric,4,28,86111283.2,1475.8,19.487,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Urad,1,28,1386822215.936,1475.8,19.487,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Urad,3,28,10440993.088000001,1475.8,19.487,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Arhar/Tur,2,29,413657076.67200005,1830.0,26.005,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Coconut ,4,29,3256082896.0,1830.0,26.005,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Gram,2,29,3186440395.7120004,1830.0,26.005,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Groundnut,0,29,193535108.992,1830.0,26.005,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Groundnut,2,29,1179186384.3200002,1830.0,26.005,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Groundnut,3,29,5930699352.192,1830.0,26.005,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Masoor,2,29,16772109907.072,1830.0,26.005,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Moong(Green Gram),1,29,302788799.55200005,1830.0,26.005,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Moong(Green Gram),2,29,178465634.432,1830.0,26.005,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Moong(Green Gram),3,29,6201842255.168,1830.0,26.005,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Peas & beans (Pulses),2,29,1933628864.256,1830.0,26.005,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Potato,2,29,46351012768.96,1830.0,26.005,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Potato,3,29,121632187.52000001,1830.0,26.005,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Urad,1,29,7270806196.992001,1830.0,26.005,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Urad,2,29,1125259193.216,1830.0,26.005,89.9,0.0001179868653676963,0.00018580608719322253,0.000412489513568954
Arhar/Tur,1,1,87833508.86400001,2992.9,20.715,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Dry chillies,4,1,390729947.52000004,2992.9,20.715,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Ginger,4,1,848196139.5200001,2992.9,20.715,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Groundnut,1,1,99135614.78400001,2992.9,20.715,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Masoor,2,1,48760514.112,2992.9,20.715,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Moong(Green Gram),1,1,141330143.55200002,2992.9,20.715,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Peas & beans (Pulses),1,1,72333477.88800001,2992.9,20.715,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Peas & beans (Pulses),2,1,397188293.76000005,2992.9,20.715,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Potato,4,1,664671467.2,2992.9,20.715,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Turmeric,4,1,88264065.28,2992.9,20.715,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Urad,1,1,123139134.97600001,2992.9,20.715,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Urad,2,1,155861422.592,2992.9,20.715,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Arhar/Tur,1,3,1840843956.608,1521.4,26.818,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Coriander,4,3,273295685.056,1521.4,26.818,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Garlic,4,3,191597605.12,1521.4,26.818,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Ginger,4,3,48652875.008,1521.4,26.818,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Gram,2,3,6079133676.608001,1521.4,26.818,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Groundnut,1,3,92139073.024,1521.4,26.818,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Masoor,2,3,15921330429.056002,1521.4,26.818,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Moong(Green Gram),1,3,985435997.12,1521.4,26.818,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Moong(Green Gram),3,3,17272847018.88,1521.4,26.818,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Onion,2,3,1400815299.456,1521.4,26.818,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Peas & beans (Pulses),2,3,1780888975.68,1521.4,26.818,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Potato,2,3,9066118812.608,1521.4,26.818,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Potato,5,3,7858515704.832001,1521.4,26.818,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Turmeric,4,3,320872169.02400005,1521.4,26.818,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Urad,1,3,880487870.72,1521.4,26.818,86.5,0.0009438949229415704,0.0005481279572200064,0.00010776753057206907
Arhar/Tur,1,4,6718832871.68,1515.5,26.214,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Coriander,4,4,156291979.00800002,1515.5,26.214,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Dry chillies,4,4,719675049.3440001,1515.5,26.214,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Garlic,4,4,133903045.376,1515.5,26.214,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Ginger,4,4,198378868.67200002,1515.5,26.214,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Gram,2,4,35619071182.848,1515.5,26.214,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Groundnut,1,4,2577418345.28,1515.5,26.214,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Masoor,2,4,1354638123.8400002,1515.5,26.214,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Moong(Green Gram),1,4,813966904.4480001,1515.5,26.214,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Moong(Green Gram),2,4,341969433.408,1515.5,26.214,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Onion,4,4,497185021.37600005,1515.5,26.214,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Peas & beans (Pulses),2,4,1078113265.664,1515.5,26.214,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Potato,1,4,155107948.86400002,1515.5,26.214,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Potato,2,4,967783184.064,1515.5,26.214,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Sweet potato,4,4,275663745.34400004,1515.5,26.214,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Turmeric,4,4,148003768.0,1515.5,26.214,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Urad,1,4,8479916252.224001,1515.5,26.214,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Urad,2,4,314844379.20000005,1515.5,26.214,70.0,0.0014511455409790678,0.0003742601201069727,0.00027963816122579993
Arhar/Tur,1,7,27377683185.088,1125.4,27.728,50.6,0.0007215591046685612,0.0003883347222338351,0.000420850787492649
Banana,4,7,3918601581.1200004,1125.4,27.728,50.6,0.0007215591046685612,0.0003883347222338351,0.000420850787492649
Dry chillies,4,7,487820419.328,1125.4,27.728,50.6,0.0007215591046685612,0.0003883347222338351,0.000420850787492649
Garlic,4,7,1062397956.48,1125.4,27.728,50.6,0.0007215591046685612,0.0003883347222338351,0.000420850787492649
Gram,2,7,18616613593.216,1125.4,27.728,50.6,0.0007215591046685612,0.0003883347222338351,0.000420850787492649
Groundnut,1,7,168602878610.68802,1125.4,27.728,50.6,0.0007215591046685612,0.0003883347222338351,0.000420850787492649
Groundnut,3,7,2996887933.5680003,1125.4,27.728,50.6,0.0007215591046685612,0.0003883347222338351,0.000420850787492649
Moong(Green Gram),1,7,6787291341.824,1125.4,27.728,50.6,0.0007215591046685612,0.0003883347222338351,0.000420850787492649
Moong(Green Gram),3,7,2559119697.6000004,1125.4,27.728,50.6,0.0007215591046685612,0.0003883347222338351,0.000420850787492649
Onion,2,7,2566869713.0880003,1125.4,27.728,50.6,0.0007215591046685612,0.0003883347222338351,0.000420850787492649
Onion,3,7,199562898.816,1125.4,27.728,50.6,0.0007215591046685612,0.0003883347222338351,0.000420850787492649
Potato,4,7,13072661541.696001,1125.4,27.728,50.6,0.0007215591046685612,0.0003883347222338351,0.000420850787492649
Urad,1,7,11426536724.224,1125.4,27.728,50.6,0.0007215591046685612,0.0003883347222338351,0.000420850787492649
Urad,3,7,408490399.68,1125.4,27.728,50.6,0.0007215591046685612,0.0003883347222338351,0.000420850787492649
Arhar/Tur,1,8,226903231.23200002,533.2,25.598,65.2,0.0006401019703806516,0.0003075090743047833,0.00034838641348729227
Coriander,4,8,245847713.536,533.2,25.598,65.2,0.0006401019703806516,0.0003075090743047833,0.00034838641348729227
Garlic,4,8,354455569.472,533.2,25.598,65.2,0.0006401019703806516,0.0003075090743047833,0.00034838641348729227
Ginger,4,8,9902797.568,533.2,25.598,65.2,0.0006401019703806516,0.0003075090743047833,0.00034838641348729227
Gram,2,8,4832995769.6,533.2,25.598,65.2,0.0006401019703806516,0.0003075090743047833,0.00034838641348729227
Groundnut,1,8,375660472.96000004,533.2,25.598,65.2,0.0006401019703806516,0.0003075090743047833,0.00034838641348729227
Masoor,2,8,135625271.04000002,533.2,25.598,65.2,0.0006401019703806516,0.0003075090743047833,0.00034838641348729227
Moong(Green Gram),1,8,3331107351.4880004,533.2,25.598,65.2,0.0006401019703806516,0.0003075090743047833,0.00034838641348729227
Onion,4,8,3445527719.0400004,533.2,25.598,65.2,0.0006401019703806516,0.0003075090743047833,0.00034838641348729227
Peas & beans (Pulses),1,8,1677663074.944,533.2,25.598,65.2,0.0006401019703806516,0.0003075090743047833,0.00034838641348729227
Peas & beans (Pulses),2,8,445841168.768,533.2,25.598,65.2,0.0006401019703806516,0.0003075090743047833,0.00034838641348729227
Potato,4,8,3739167194.7520003,533.2,25.598,65.2,0.0006401019703806516,0.0003075090743047833,0.00034838641348729227
Turmeric,4,8,99135614.78400001,533.2,25.598,65.2,0.0006401019703806516,0.0003075090743047833,0.00034838641348729227
Urad,1,8,137347496.704,533.2,25.598,65.2,0.0006401019703806516,0.0003075090743047833,0.00034838641348729227
Arhar/Tur,1,9,5274316.096,1052.2,20.711,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Coriander,2,9,13777805.312,1052.2,20.711,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Dry chillies,1,9,62215402.112,1052.2,20.711,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Garlic,2,9,387070217.984,1052.2,20.711,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Ginger,1,9,239281728.192,1052.2,20.711,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Gram,2,9,41333415.936000004,1052.2,20.711,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Groundnut,1,9,4520842.368000001,1052.2,20.711,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Masoor,2,9,52097326.336,1052.2,20.711,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Moong(Green Gram),1,9,11625023.232,1052.2,20.711,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Onion,2,9,68889026.56,1052.2,20.711,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Peas & beans (Pulses),2,9,274479715.2,1052.2,20.711,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Potato,1,9,312153401.6,1052.2,20.711,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Potato,2,9,756595262.016,1052.2,20.711,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Turmeric,1,9,29493114.496000003,1052.2,20.711,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Urad,1,9,753581367.1040001,1052.2,20.711,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Arhar/Tur,1,11,24868938588.16,1222.7,23.568,62.4,0.0006085149355578037,0.00026198658294244374,0.00044500557882776794
Gram,2,11,20416231772.992,1222.7,23.568,62.4,0.0006085149355578037,0.00026198658294244374,0.00044500557882776794
Groundnut,1,11,3236923135.4880004,1222.7,23.568,62.4,0.0006085149355578037,0.00026198658294244374,0.00044500557882776794
Masoor,2,11,6163630373.248,1222.7,23.568,62.4,0.0006085149355578037,0.00026198658294244374,0.00044500557882776794
Moong(Green Gram),1,11,3268461392.96,1222.7,23.568,62.4,0.0006085149355578037,0.00026198658294244374,0.00044500557882776794
Peas & beans (Pulses),2,11,5340406505.856,1222.7,23.568,62.4,0.0006085149355578037,0.00026198658294244374,0.00044500557882776794
Urad,1,11,13849815872.576,1222.7,23.568,62.4,0.0006085149355578037,0.00026198658294244374,0.00044500557882776794
Arhar/Tur,1,14,22900757571.52,1102.2,26.413,90.5,0.0009522561968652655,0.00016165129585810357,0.0002136770002722059
Banana,4,14,2856891438.51456,1102.2,26.413,90.5,0.0009522561968652655,0.00016165129585810357,0.0002136770002722059
Coriander,4,14,30136796337.920002,1102.2,26.413,90.5,0.0009522561968652655,0.00016165129585810357,0.0002136770002722059
Dry chillies,4,14,9454903721.51872,1102.2,26.413,90.5,0.0009522561968652655,0.00016165129585810357,0.0002136770002722059
Garlic,4,14,19176617872.07744,1102.2,26.413,90.5,0.0009522561968652655,0.00016165129585810357,0.0002136770002722059
Ginger,4,14,2687082140.8262405,1102.2,26.413,90.5,0.0009522561968652655,0.00016165129585810357,0.0002136770002722059
Gram,2,14,334039660616.32,1102.2,26.413,90.5,0.0009522561968652655,0.00016165129585810357,0.0002136770002722059
Groundnut,1,14,23217431815.488003,1102.2,26.413,90.5,0.0009522561968652655,0.00016165129585810357,0.0002136770002722059
Masoor,2,14,45272253668.672005,1102.2,26.413,90.5,0.0009522561968652655,0.00016165129585810357,0.0002136770002722059
Moong(Green Gram),1,14,10257468415.68,1102.2,26.413,90.5,0.0009522561968652655,0.00016165129585810357,0.0002136770002722059
Moong(Green Gram),3,14,43701476.224,1102.2,26.413,90.5,0.0009522561968652655,0.00016165129585810357,0.0002136770002722059
Onion,4,14,16129014698.268803,1102.2,26.413,90.5,0.0009522561968652655,0.00016165129585810357,0.0002136770002722059
Peas & beans (Pulses),2,14,6963819472.384001,1102.2,26.413,90.5,0.0009522561968652655,0.00016165129585810357,0.0002136770002722059
Potato,4,14,15686946280.096,1102.2,26.413,90.5,0.0009522561968652655,0.00016165129585810357,0.0002136770002722059
Sweet potato,4,14,570241834.04288,1102.2,26.413,90.5,0.0009522561968652655,0.00016165129585810357,0.0002136770002722059
Turmeric,4,14,1470983078.57152,1102.2,26.413,90.5,0.0009522561968652655,0.00016165129585810357,0.0002136770002722059
Urad,1,14,262305517259.39203,1102.2,26.413,90.5,0.0009522561968652655,0.00016165129585810357,0.0002136770002722059
Urad,3,14,455743966.336,1102.2,26.413,90.5,0.0009522561968652655,0.00016165129585810357,0.0002136770002722059
Arhar/Tur,1,15,135766170627.136,1387.4,26.279,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Gram,2,15,182364322778.88,1387.4,26.279,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Groundnut,1,15,23393852306.944,1387.4,26.279,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Groundnut,3,15,2888925912.256,1387.4,26.279,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Moong(Green Gram),1,15,51779683340.096,1387.4,26.279,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Urad,1,15,39462002473.856,1387.4,26.279,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Arhar/Tur,1,16,57479281.536000006,1196.9,20.668,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Banana,4,16,708695860.7360001,1196.9,20.668,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Cowpea(Lobia),1,16,103764096.25600001,1196.9,20.668,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Dry chillies,4,16,56510529.6,1196.9,20.668,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Ginger,1,16,591261598.2720001,1196.9,20.668,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Gram,2,16,91385599.296,1196.9,20.668,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Groundnut,1,16,346167358.46400005,1196.9,20.668,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Masoor,2,16,81590440.832,1196.9,20.668,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Moong(Green Gram),1,16,49083431.424,1196.9,20.668,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Peas & beans (Pulses),2,16,1974639362.88,1196.9,20.668,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Potato,4,16,1673788067.2,1196.9,20.668,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Turmeric,4,16,269528316.416,1196.9,20.668,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Urad,1,16,147680850.68800002,1196.9,20.668,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Arhar/Tur,1,18,30461866.432,1665.2,20.137,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Arhar/Tur,2,18,4951398.784,1665.2,20.137,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Cowpea(Lobia),1,18,113343976.51200001,1665.2,20.137,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Cowpea(Lobia),2,18,10333353.984000001,1665.2,20.137,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Onion,2,18,2045142.976,1665.2,20.137,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Potato,1,18,6565985.3440000005,1665.2,20.137,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Potato,2,18,7857654.592,1665.2,20.137,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Tapioca,1,18,16576422.016,1665.2,20.137,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Arhar/Tur,1,19,345521523.84000003,1372.7,20.112,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Cowpea(Lobia),1,19,59201507.2,1372.7,20.112,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Ginger,1,19,426250851.84000003,1372.7,20.112,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Gram,2,19,81805719.04,1372.7,20.112,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Groundnut,1,19,108715495.04,1372.7,20.112,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Masoor,2,19,234653246.72000003,1372.7,20.112,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Moong(Green Gram),1,19,51666769.92,1372.7,20.112,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Peas & beans (Pulses),1,19,248646330.24,1372.7,20.112,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Peas & beans (Pulses),2,19,782536286.08,1372.7,20.112,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Potato,2,19,809446062.08,1372.7,20.112,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Sweet potato,1,19,198055951.36,1372.7,20.112,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Tapioca,1,19,282014452.48,1372.7,20.112,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Urad,2,19,89340456.32000001,1372.7,20.112,73.80211471896351,0.0006511429046292664,0.00027536277038836966,0.0003453860896396186
Arhar/Tur,1,22,247569939.20000002,585.5,24.832,65.0,0.0008844369750397392,0.00037997344831014007,0.0002605785418817552
Gram,2,22,204514297.60000002,585.5,24.832,65.0,0.0008844369750397392,0.00037997344831014007,0.0002605785418817552
Groundnut,1,22,139930835.20000002,585.5,24.832,65.0,0.0008844369750397392,0.00037997344831014007,0.0002605785418817552
Masoor,2,22,75347372.80000001,585.5,24.832,65.0,0.0008844369750397392,0.00037997344831014007,0.0002605785418817552
Moong(Green Gram),1,22,344445132.8,585.5,24.832,65.0,0.0008844369750397392,0.00037997344831014007,0.0002605785418817552
Moong(Green Gram),2,22,1754517395.2,585.5,24.832,65.0,0.0008844369750397392,0.00037997344831014007,0.0002605785418817552
Peas & beans (Pulses),2,22,365972953.6,585.5,24.832,65.0,0.0008844369750397392,0.00037997344831014007,0.0002605785418817552
Urad,1,22,215278208.0,585.5,24.832,65.0,0.0008844369750397392,0.00037997344831014007,0.0002605785418817552
Arhar/Tur,1,25,31834587925.312,1350.3,26.604,52.6,0.0003084381047407494,0.00029264458732932547,0.00029914780038108827
Arhar/Tur,2,25,38750077.440000005,1350.3,26.604,52.6,0.0003084381047407494,0.00029264458732932547,0.00029914780038108827
Banana,1,25,163396159.872,1350.3,26.604,52.6,0.0003084381047407494,0.00029264458732932547,0.00029914780038108827
Cashewnut,1,25,162427407.93600002,1350.3,26.604,52.6,0.0003084381047407494,0.00029264458732932547,0.00029914780038108827
Coriander,1,25,753473.728,1350.3,26.604,52.6,0.0003084381047407494,0.00029264458732932547,0.00029914780038108827
Coriander,2,25,108177299.52000001,1350.3,26.604,52.6,0.0003084381047407494,0.00029264458732932547,0.00029914780038108827
Cowpea(Lobia),1,25,141007226.24,1350.3,26.604,52.6,0.0003084381047407494,0.00029264458732932547,0.00029914780038108827
Cowpea(Lobia),2,25,422483483.20000005,1350.3,26.604,52.6,0.0003084381047407494,0.00029264458732932547,0.00029914780038108827
Dry chillies,1,25,8025463955.136001,1350.3,26.604,52.6,0.0003084381047407494,0.00029264458732932547,0.00029914780038108827
Dry chillies,2,25,857022546.0480001,1350.3,26.604,52.6,0.0003084381047407494,0.00029264458732932547,0.00029914780038108827
Garlic,2,25,9256962.944,1350.3,26.604,52.6,0.0003084381047407494,0.00029264458732932547,0.00029914780038108827
Ginger,1,25,173837152.96,1350.3,26.604,52.6,0.0003084381047407494,0.00029264458732932547,0.00029914780038108827
Ginger,2,25,861112.832,1350.3,26.604,52.6,0.0003084381047407494,0.00029264458732932547,0.00029914780038108827
Gram,2,25,11236553705.664001,1350.3,26.604,52.6,0.0003084381047407494,0.00029264458732932547,0.00029914780038108827
Groundnut,1,25,1416207691.328,1350.3,26.604,52.6,0.0003084381047407494,0.00029264458732932547,0.00029914780038108827
Groundnut,2,25,12201430633.92,1350.3,26.604,52.6,0.0003084381047407494,0.00029264458732932547,0.00029914780038108827
Moong(Green Gram),1,25,7065753703.872001,1350.3,26.604,52.6,0.0003084381047407494,0.00029264458732932547,0.00029914780038108827
Moong(Green Gram),2,25,715584763.3920001,1350.3,26.604,52.6,0.0003084381047407494,0.00029264458732932547,0.00029914780038108827
